id,sig_id,design_group_id,tags,,,
1141,18,,"{""Online College Advisor"",""Online Advisor"",""college prep"",""Essay Writing"",sat}",,,
1110,15,,"{""Special needs"",""elementary subjects"",psychology,""social science""}",,,
767,18,,{"Educator Preparation"},,,
1162,2,,"{electrochemistry,""ib diploma"",""chemical calculations"",chemistry}",,,
150,18,,"{dentistry,""evidence based medicine"",""online teaching"",medicine,""postgraduate students"",""innovative teaching"",""teaching postgraduates""}",,,
1142,4,,"{English,Language,Literature,Grammar,""Social studies""}",,,
1113,6,,"{english as second language,""business leadership"",business,english}",,,
223,13,,"{3,4,5,6,""7th grade"",8,9}",,,
1111,6,,"{curriculum,""independent learning"",english as second language,""innovative teaching"",""online teaching""}",,,
1126,5,,{"Career  Technical"},,,
151,18,,"{""Rhino 3D"",CAD,Rendering,""Yacht Design"",""finite element methods"",FEA,AutoCAD,""3D CAD""}",,,
1261,15,,"{montessori,""early childhood education"",""core knowledge"",""core french"",art,music,""physical education"",""teacher training"",christian}",,,
515,17,,"{electronics,""project based learning""}",,,
290,18,,"{""power electronics"",""electrical measurement devices"",""electrical machines"",""electrical circuits"",""basic principles electrical engineering"",""engineering math""}",,,
1377,4,,,,,
921,5,,"{computing,""computer science"",engineering,""technical education"",design}",,,
754,3,,"{""middle school"",""alternative high school"",art,design,""reading comprehension""}",,,
1140,3,,"{art visual culture,""drawing   painting"",""english  language"",""social studies""}",,,
1147,2,,,,,
1148,18,,"{epidemiology,""public health"",research}",,,
1146,13,,"{kindergarten,""elementary science""}",,,
1051,6,,"{""english language"",""english language professional"",""english for specific purposes"",""english foreign language"",english,""english second language"",""english business"",""english children""}",,,
1169,15,,{learning},,,
104,2,,"{ecosystems,evolution,biochemistry,biodiversity,biotechnology,biology,""cellular biology"",genetics,geology,""geological processes"",""plants anatomy, growth,  function"",""animals structure  function""}",,,
629,6,,"{""english as foreign language"",psychology}",,,
1130,18,,"{""mechanical engineering"",management,mathematics}",,,
110,13,,"{phonics,""emerging reading skills"",""emerging writing skills"",""number recognition"",""addition with  without carry over"",""subtraction with  without borrowing"",""base ten"",""states matter"",plants,seasons,weather,fractions,multiplication,money,""time telling"",""self management"",mindfulness,""personal safety"",""life skills""}",,,
755,6,,"{english,""english language"",""english as second language"",engineering,language,""technical english"",energy,""technology professional development""}",,,
1197,4,,"{writing,reading,speaking,english as second language,""english  language"",grammar}",,,
1129,4,,"{portuguese,literature}",,,
1210,18,,{"nc pre k"},,,
1150,18,,"{""high school physics chemistry mathematics"",""online teaching"",""english  language"",teamwork,""SACRED FEMALE TRAINING"",""computer science"",""COMPUTER NETWORKING"",""PRIMARY SCHOOL TEACHING""}",,,
1164,3,,"{""junior math"",preschool,primary school}",,,
1145,2,,"{biology,chemistry}",,,
1335,13,,"{elementary,literacy,numeracy,science,mathematics,""media literacy"",health,""social studies"",computers}",,,
1651,18,,{tags},,,
135,6,,"{""english language"",""Law Enforcement English for english as second language""}",,,
931,5,,"{e learning,constructivism,innovation,""innovative teaching"",""instructional design"",""instructional design   technology"",""design based research"",""distance education""}",,,
1131,15,,"{english,""english literacy"",""english  reading   writing"",literacy}",,,
1153,18,,"{english,""teacher training""}",,,
1167,1,,,,,
1631,3,,"{""educational games"",""educational software"",""online professional development"",""online teaching"",""online learning"",design,""media studies"",""media technology"",""instructional design"",""instructional design   technology""}",,,
115,4,,"{Economics,""Micro Economics"",""Social Science""}",,,
157,6,,{"english as second language"},,,
1249,6,,"{tags,""english language"",counseling}",,,
1693,1,,"{mathematics,curriculum,steam,""visual thinking""}",,,
479,15,,"{""3rd grade"",space,""science experiements"",Habitats,""properties matter"",""California Native Americans"",""language arts"",""critical thinking"",writing,""writing workshop"",""reading workshop"",reading}",,,
1397,6,,"{""english as foreign language"",""speaking skills"",""listening skills"",vocabulary,""virtual education""}",,,
948,5,,"{portuguese,computers,mathematics}",,,
1165,15,,{"english as foreign language"},,,
1133,2,,"{science,stem,steam}",,,
1398,2,,,,,
1379,2,,{dentistry},,,
1152,13,,"{Primary Year Program,""international school"",""inquiry approach"",""5th grade""}",,,
238,2,,{"science biology physics chemistry environmental science"},,,
488,1,,,,,
587,13,,"{""linear relations"",modeling}",,,
205,5,,"{Library,Research,Literacy,""critical thinking"",""media literacy"",""digital literacy"",""technology integration"",""high school"",""learning strategies"",metacognition,teenagers}",,,
457,6,,"{spanish,piano,""classical civilization"",music,""english as foreign language""}",,,
1166,4,,"{""english for second language"",""english foreign language"",bilingual,""middle school"",""primary school""}",,,
266,15,,{"special education"},,,
1078,13,,"{technology,""teacher prep"",""elementary subjects""}",,,
1032,13,,"{""educational technology"",""educational games"",programming,""science education""}",,,
1315,5,,"{microcontrollers,sustainability,""alternative high school"",""alternative ed"",design,""online course"",""project based learning"",homeschooling,""internet things"",maker}",,,
1232,15,,"{""english language"",""elementary education"",history}",,,
1171,6,,"{""english as second language english as second language"",grammar}",,,
207,2,,"{chemistry,science,optics,cells,""chemical systems  equilibrium"",""chemistry in the environment"",""chemical reactions"",""chemical calculations"",""chemical bonding"",""chemical names""}",,,
1172,18,,{online learning},,,
1235,1,,"{math,mathematics}",,,
1267,18,,"{management,research,""data analysis""}",,,
1250,18,,,,,
1400,13,,"{""physical education"",""health education"",mathematics,soccer}",,,
1214,4,,"{""english language"",""english as foreign language"",""english teacher"",""english  reading   writing""}",,,
1465,2,35,"{algebra,""geometry  for derivative  integrals""}",,,
1193,18,,"{humanities,Composition Literature}",,,
1174,6,,{primary school},,,
1212,2,,"{""inorganic chemistry"",""organic chemistry"",genetics,""NMR spectroscopy"",""nanotechnology gene technology"",diseases}",,,
1378,3,,{"educational supervisor"},,,
188,6,87,"{language,maths,science,""english as foreign language""}",,,
1191,2,,"{biology,inquiry}",,,
235,2,,{biology},,,
1262,6,,{"preschool  kinder"},,,
1334,6,,"{""english language"",kindergarten}",,,
585,5,,"{""information literacy"",""media literacy"",library}",,,
13,6,,"{""Physical Education"",Health,Physiology,PE,""English  language"",Biology}",,,
737,2,,"{science,weather,oceanography,""middle school"",gifted}",,,
1176,6,,"{""english  language"",elearning,""english language structure"",""english for specific purposes"",""english as foreign language"",english,""elementary english""}",,,
194,6,,"{english as second language,""english as second language"",english}",,,
822,18,,"{Calculus,""Dynamic Mathematics Software"",""teacher training"",""technology integration"",""teaching teachers"",""teaching undergraduates""}",,,
1208,4,,"{romans,""tectonic plates"",earthquakes,tsunamis,volcanoes,""weather  climate"",map skills,""renewable  non renewable energy sources"",brazil,china,""one child policy"",coffee,development,globalization}",,,
1196,18,6,"{technology,""web design"",""web tools""}",,,
1285,18,,"{teaching,history,""writing skills"",""distance education""}",,,
156,4,,{middle Year Program},,,
1195,6,,"{""collaborative learning"",coordination,values,vocabulary,""second language acquisition""}",,,
1011,1,,"{math,science,""middle school""}",,,
250,1,,,,,
1177,13,,"{technology,""technology professional development"",""technology in education"",""technology integration""}",,,
1220,18,,,,,
1178,18,,{"international examinations"},,,
384,1,,"{math,algebra,""common core"",geometry}",,,
1199,1,,,,,
1213,6,,"{english,language,""personality development"",""personal growth"",empowering,alternative,innovation}",,,
408,2,,"{""ap biology"",""grade 9 biology""}",,,
1316,6,,"{""english for specific purposes"",""english as foreign language"",""english as second language"",grammar,teenagers,adults}",,,
1283,18,,"{""educational technology"",Complexity,""online teaching"",""distance education"",""Online learning"",""higher education"",design}",,,
1318,1,,"{geometry,statistics,algebra}",,,
1216,18,,{physics},,,
1035,4,11,"{""social justice"",""social issues"",history,""human rights  responsibilities"",humanities,""ecological literacy"",""teacher training"",""social science"",""social studies""}",,,
1692,2,,"{""science teaching"",""science biology physics chemistry environmental science"",""middle school"",""elementary science"",""special ed""}",,,
1286,15,,{"technical education"},,,
1473,2,,{"ap physics"},,,
1399,5,,"{""java programming"",Robotics,""Computer Engineering""}",,,
1215,5,,"{programming,""computer application"",math,animation,""games in education""}",,,
1527,13,,"{""human anatomy  physiology"",""human organ systems"",ecology,ecosystems,evolution,""food chain"",Forests,Species,Lakes,""earth science"",cells,biology,birds,fishes,Mammals,""ice age"",biology,""earth science""}",,,
133,4,,,,,
1218,18,,"{technology,""technology in education"",""higher education"",""collaborative learning"",""computer science"",""classroom management""}",,,
20,6,,{"english as second language english china"},,,
1233,4,,"{""Advance Placement"",""Title I"",Politics,""cultural studies"",""great man theory"",psychology,sociology,""study skills"",abstract,concepts}",,,
1234,18,,"{""computer application"",finance,""flipping the classroom"",interactive}",,,
390,6,,"{literature,writing,reading}",,,
888,2,,"{Volcanoes,""earth science"",""climate change"",""water cycle"",ecosystems}",,,
1336,5,,{"information technology"},,,
1158,3,,"{music,multimedia,""computer music"",gamification,""blended learning"",""computer technologies in music education""}",,,
1237,18,,"{pharmacy,""higher education"",""health care"",""adult education""}",,,
170,6,,"{""english as foreign language"",""english as second language"",""english language"",english,literature,""language arts"",language}",,,
1186,6,,"{""english second language"",""english for kids"",""english literacy"",""Computer classes for kids"",""computer activities improve skills children development"",video,""video classes, researches on the internet as working tool for kids"",""arts crafts""}",,,
1287,1,,,,,
99,5,,,,,
1236,18,,"{business,strategy,ebusiness,""social media"",""global business"",""international business"",""data mining"",""case studies"",""case analysis"",gamification,""game theory"",decisionmaking,""business strategy"",ecommerce,statistics,""big data"",""data analytics"",""global business strategy""}",,,
1607,5,,"{""brain research"",programming,literature,filmmaking}",,,
1219,18,,"{""online teaching"",e learning,e resources,""educational technology"",""educational games"",online learning}",,,
374,6,,"{mathematics,management}",,,
795,2,,"{""ap chemistry"",chemistry,""chemical bonding"",""chemical reactions  their applications"",""chemical names"",""chemical systems  equilibrium""}",,,
1254,15,,"{Languages,""English language"",phonics,writing,reading,creativity}",,,
993,17,,"{Nature,""Environmental education"",Environment,Informal,Naturalist,""Outdoor education""}",,,
1265,1,,"{mathematics,""history mathematics"",""making learning visible"",""teaching for understanding"",""math talk""}",,,
491,2,,"{""middle school"",science,""earth science"",""new teacher""}",,,
1223,1,,,,,
1221,4,,"{""english  language"",""english second language""}",,,
92,1,,{},,,
1337,13,,{engineering},,,
1351,5,,"{""special education"",autism,""web design"",""3d printing""}",,,
807,4,,{"social  political life critical thinking activity based learning"},,,
1222,2,,"{physics,calculus,""high school math""}",,,
1190,18,,{"engineering mechanics"},,,
403,18,,"{""structural engineering"",""engineering mechanics"",""structural mechanics""}",,,
1380,18,,{"signal analysis medical engineering"},,,
108,6,,"{""english as foreign language"",""english as second language"",""teacher training"",gamification,reading,""multimedia assisted language learning"",""computer assisted language learning"",""graphic novels"",""learning skills""}",,,
1445,13,,"{programming,geometry,""computer teacher""}",,,
31,2,35,"{Physics,""Secondary School Earth Science"",Science,""Earth Science"",Geology,Electronics,Literacy,""Cross curricular"",Assessment}",,,
1242,6,,"{""english language"",english as second language,""english as second language"",""english as second language english as second language"",""english as second language""}",,,
1405,17,,"{""art appreciation"",ethics,""civics  citizenship"",""emotional intelligence"",""social science"",psychology,""problem solving"",humanities,statistics}",,,
751,2,,,,,
1225,6,,"{lyceum,""blended learning"",""educational technology"",secondary,""english language"",""english for specific purposes""}",,,
1264,13,,"{Maori,""new zeal"",reliever,""lecturer"",""technology integration""}",,,
763,15,,"{homeschool,""elementary subjects"",""junior high"",history,""maker stuff"",""classical education""}",,,
1338,6,,{Spanish},,,
1244,4,,{"English as second Language Art History"},,,
1245,5,,"{assessment,""active learning"",""computer networking"",elearning,""electronics engineering"",""technical education"",""teacher collaboration"",technology,teamwork,""teaching with technology"",""technology in education"",telecommunications}",,,
658,1,,"{math,pre calculus,""algebra"",freshman,seniors,trigonometry}",,,
177,17,,"{""physical education"",""public health"",""quality life""}",,,
1266,18,,"{educational,technology,English,beginners,""Hot Potatoes"",HTML5}",,,
125,4,,"{literature,english as second language}",,,
256,18,,"{IT,computing,""web design"",""information technology"",""online teaching"",""english language"",engineering,""elementary writing"",""elementary reading"",""learning skills"",linguistics,leadeship,mysql,wordpress,database,drupal,""postgraduate students"",psychology}",,,
1520,2,,"{""ib diploma"",middle Year Program}",,,
928,18,,"{""electronics engineering"",networks,sustainability,energy,""educational technology"",""blended learning"",""digital learning"",""digital marketing"",""english as second language"",""flipping the classroom"",""green buildings"",homeschooling,ict,""learning skills"",online learning,""online teaching"",""project management"",""skill building"",""technology integration"",""teacher collaboration"",""university classroom"",vocabulary,""wireless sensor networks""}",,,
1247,6,,"{literature,literacy,""foreign languages"",portuguese,poetry,""phonetics  phonology"",pronunciation,design,""multimedia assisted language learning"",music,assessment,""preparatory class"",presentations,""learning styles"",""learning skills"",""learning  development""}",,,
1246,13,,{literacy},,,
1231,18,,{english},,,
304,4,,"{""special education"",literacy,mathematics}",,,
1339,13,,{},,,
393,13,3,"{""fifth grade"",Primary Year Program,""Classroom teacher""}",,,
1289,6,,,,,
1420,3,,{"Social skills"},,,
1257,18,,"{vocational,business,""human resource management"",management}",,,
758,18,,"{spanish,literature}",,,
1341,13,,,,,
1268,2,,"{biology,""anatomy   physiology"",""environmental science""}",,,
1342,5,,,,,
1352,6,,"{english as second language,literature,biology,""social studies"",ict,philosophy,grammar}",,,
178,1,,"{algebra,pre algebra,entrepreneurship}",,,
1491,6,,"{english,""lengua franca"",""english as second language"",""english language structure"",phonetics,""english for kids"",""english for specific purposes"",""english  reading   writing"",""english for academic purposes"",""english language professional"",""english grammar"",""teacher training"",""english as second language"",""teaching with technology""}",,,
1270,15,,"{english as second language,""environmental issues"",""english as foreign language""}",,,
841,2,,"{""public health"",epidemiology,""environmental issues""}",,,
796,2,,,,,
1056,18,,"{sociology,""civics  citizenship"",""social science""}",,,
1419,5,,"{robotics,""career  technical education"",""Computer Aided Design"",Electronics,Maritime}",,,
910,2,,"{""computer science"",animation,""game design"",design,""graphic design"",stem}",,,
1499,18,,"{""engineering physics"",mechanics,optics,""quantum mechanics"",""density functional theory""}",,,
1272,2,,,,,
274,1,,,,,
1503,18,,"{programming,computer,statistics,database}",,,
747,18,,"{""graduate students"",marketing}",,,
1284,13,,"{""special education"",""assistive technology"",""learning disabilities"",ipads,google laptop,""live scribe pen"",""Google apps for education"",""Google Read   Write Extension""}",,,
1353,18,,"{""active learning"",""active methods"",simulation,evaluation,statistics,""educational technology""}",,,
1355,15,,,,,
1695,1,,"{math,physics, chemistry}",,,
1291,18,,"{""visual programming"",""computer architecture"",""microprocessor design"",robotics,programming,neuroscience,""information systems""}",,,
1549,18,,"{economics,research,""real world applications"",""diagrammatic analysis"",""evaluation  assessment"",microeconomics,macroeconomics,""international economics"",""development economics"",""teaching through technology""}",,,
1416,18,,{dentistry},,,
522,2,,"{Genetics,maths,biodiversity,biotechnology,""middle school"",bilingual}",,,
1343,18,,,,,
1354,6,,{"english language"},,,
1292,6,,,,,
554,18,,"{""educational technology"",""social science"",nursing,""graduate students"",secondary,""university instruction"",""language arts""}",,,
1275,4,11,"{history,""history from middle age contemporary"",""history the world""}",,,
1403,6,,"{""english as second language"",""teaching young adults"",""teaching big class""}",,,
1457,18,,"{""electrical engineering"",autocad,training,energy,""technical education"",technology,telecommunications,""higher education"",vocational,mathematics}",,,
820,18,,"{""computer science"",programming,electromagnetism,algorithms}",,,
1108,18,,{},,,
1260,18,,{computers},,,
38,13,,"{""media literacy"",""integrated arts"",""community partnerships"",""civic education"",""urban design""}",,,
1382,13,,"{maths,""science biology physics chemistry environmental science""}",,,
301,13,,{},,,
1502,18,,{art},,,
1356,6,,"{""english for specific purposes"",""english for second language"",""english for academic purposes"",phonetics,business}",,,
1273,13,,"{mathematics,""technology in math""}",,,
1357,6,,{english},,,
1383,18,,{"educational technology"},,,
1358,18,,{medicine},,,
1359,18,,,,,
1290,15,,"{cyber space,""design instructional""}",,,
1659,5,,"{electromagnetism,energy,""energy efficiency"",""electrical engineering"",""educator preparation""}",,,
486,18,,"{statistics,""higher education"",""english as foreign language"",""english as second language"",mathematics,ict}",,,
1660,13,,"{""library media"",librarian,library,""information literacy"",reading,""technology integration"",technology,ipads,""apps teach"",books,citizenship,""digital literacy"",""digital media"",""digital native"",""digital textbook"",""collaborative learning"",""digital citizenship""}",,,
1163,18,6,{"computer assisted instruction"},,,
1296,13,,"{""elementary education"",""elementary subjects"",portuguese,brazil,""Elementary consultant""}",,,
1297,18,,"{e learning,""educational software""}",,,
32,18,,"{parent,""college prep"",""career readiness""}",,,
1326,1,,"{""teaching with technology"",""teaching  learning technology""}",,,
1384,6,,"{""higher education"",""distance education"",online learning,research,epidemiology,education,pedagogy}",,,
1340,2,,"{""science projects"",interactive,""inquiry based instruction"",engaged,""environmental science""}",,,
470,13,28,"{elementary,stem,steam,""primary science"",""primary math"",""junior science"",""junior math"",""ontario curriculum"",biodiversity,""conservation energy  resources"",""curriculum design"",""design thinking"",decimals,""elementary science"",forces,flight,geometry,""human organ systems"",habitats,""instructional coach"",ipad,""light  sound"",""math team"",""number sense"",""properties matter"",""private school"",""pulleys  gears"",""phases matter"",""rocks  minerals"",space,seasons,""structures  mechanisms"",""technology integration"",""understanding by design"",""electricity electrical devices"",energy}",,,
329,6,,"{French,AIM,transdisciplinary,""Junior French"",""Core French"",""Additional Language"",Primary Year Program,iPads,google laptop,""creative writing""}",,,
1407,1,,,,,
1175,18,33,"{nutrition,""food nutrition"",""Food science""}",,,
109,2,,"{biology,""science biology physics chemistry environmental science""}",,,
867,2,,"{""middle school science"",""Next Generation Science""}",,,
870,2,,"{physics,mathematics}",,,
916,2,,,,,
1567,13,3,"{""game based learning"",""social  emotional learning""}",,,
675,2,,,,,
929,2,,"{genetics,""human organ systems"",""environmental science""}",,,
693,2,,{"drama science literary music"},,,
664,2,35,"{""Middle school, Health  PE, Science, ICT, Open Inquiry""}",,,
1248,2,,"{""physics education"",physics}",,,
595,4,,"{""english language"",english,""english  reading   writing"",""english as second language"",""outdoor education"",""social science"",""social issues"",""social justice"",""experiential education""}",,,
976,2,,"{""middle school"",science,art,assessment,""technology integration"",""learning styles"",""lab instructor"",""life science"",e learning,""e class rooms"",""technical english"",""teacher collaboration"",painting,spanish,""science education"",""science biology physics chemistry environmental science"",""drama science literary music"",drawing,""games in education"",""knowledge management"",""learning skills"",""life long learning"",""classroom management"",""critical thinking"",""new technologies"",music}",,,
1180,2,,"{""educational technology"",""educational games""}",,,
996,2,,"{physics,mathematics}",,,
1041,2,,"{""online teaching"",mathematics,physics,chemistry}",,,
72,2,,{"science biology physics chemistry environmental science"},,,
1128,2,,"{""environmental management"",""environmental science"",""environmental education"",biodiversity,""education with technology"",""technology  inquiry""}",,,
524,13,75,"{primary,english,mathematics}",,,
1251,2,,,,,
753,1,,"{""Physical Science"",""Middle School Math"",Robotics,""Secondary Math"",Physics}",,,
1159,1,,"{maths,science,cells,chemistry,equations,measurement}",,,
1427,2,,{dentistry},,,
852,1,,{math educator},,,
746,1,,"{""special education"",math,history,""english as foreign language"",religion}",,,
615,1,,"{homeschool,""curriculum design""}",,,
614,1,,"{""algebra, geometry, probability""}",,,
507,3,,"{drama,comedy,""theater history"",""drama  society""}",,,
350,1,,"{""special education"",math,""middle school""}",,,
974,1,,"{""english second language"",english as second language}",,,
1230,1,,"{math,science,physics,algebra,geometry}",,,
1124,1,,"{robotics,computers,""computer programing"",""computer teacher"",math,geometry,""educational technology"",""educational software"",statistics,algebra}",,,
734,4,,"{""reading comprehension"",grammar,vocabulary,writing}",,,
999,4,,"{""collaborative learning"",coding,""best practices"",ipads,history,""writing workshop"",""reading comprehension"",reading,science,""canada Alberta""}",,,
811,4,,"{religion,""learning support"",""learning disabilities""}",,,
498,4,,"{""First Nations Education"",""Place based Education"",Indigenous}",,,
12,4,,"{Gifted,civics,""U S  History"",""Ancient civilizations""}",,,
557,4,,"{""cultural studies"",economics,government,religion,science,history,politics,games,gamification,""technology integration""}",,,
1581,17,,"{robotics,game,""electronics engineering"",programming,scratch,python,snap,processing,javascript,java,""embedded systems"",online learning,""online learning""}",,,
124,13,3,{"occasional teacher"},,,
1013,4,,{"social studies"},,,
1117,4,,"{""online learning environment"",science,electronics,""educational software"",""app science"",gamification}",,,
1360,6,,"{""Executive Business, Science, Technology, Finance, Economy""}",,,
68,5,,"{""Media literacy"",""information literacy"",library}",,,
1102,5,,"{Bitcoin,cooking,finances,I T support,""teaching adults""}",,,
876,5,,"{coding,inquiry,reading,writing,mathematics,science,""social studies"",""visual arts"",health}",,,
679,13,,{kindergarten},,,
1474,2,,,,,
1442,1,,"{mathematics,""student construction"",""assessment for learning"",""study skills"",""secondary math""}",,,
787,3,,"{art visual culture,art,""art  design"",""visual arts""}",,,
397,3,,"{preschool,""primary years program"",""arts based"",""social  emotional"",song,""social studies""}",,,
1183,3,,"{elementary,history}",,,
18,3,,{art visual culture},,,
1447,18,29,,,,
1099,3,,"{education technology,""social media"",twitter,""teacher training"",""student teachers""}",,,
814,3,,"{""primary science"",primary,garden,environment,""environmental science"",horticulture}",,,
889,3,,"{art visual culture,""preschooler"",""low cost non cost materials for teaching science"",kindergarten,""technology  inquiry"",poetry}",,,
1498,15,,,,,
1529,13,,"{math,elementary,science,""life skills"",language}",,,
96,13,,{},,,
287,13,,"{elementary,""elementary math"",""elementary science"",""elementary language arts"",""Elementary social studies"",""elementary art"",""elementary ethics""}",,,
1288,3,,"{design,arts,drawing,illustration}",,,
809,13,,"{""elementary k 5"",ell}",,,
762,13,,"{homeschool,robotics,""raspberry pi"",""art  design"",photography,""computer science"",""computer programing"",""creative computing"",""nature learning"",""project based learning"",creativity,scratch,environment,coding,programming,""drawing   painting"",""crafts making""}",,,
278,13,,"{""reading comprehension"",books,""information  communication technology""}",,,
1530,6,,"{science,GIS}",,,
1531,18,,{dentistry},,,
1532,6,,"{""english  language"",""teaching children"",grammar,vocabulary}",,,
346,13,,"{""special education"",""teach at the high school""}",,,
605,13,,"{mathematics,science,""language arts"",drama,business}",,,
973,13,,"{multiage,""primary science"",""primary math"",""language arts"",""writing workshop"",""daily 5"",""technology integration"",programming,coding,""google apps"",art}",,,
1522,13,,"{""grade 3"",""french immersion"",mathematics,language,""inquiry based instruction"",""ontario curriculum"",""best practices"",elementary,""fun classroom"",""hs on"",math,organization,""primary math"",resource}",,,
775,13,,,,,
206,13,,"{primary school,""interactive whiteboard"",smartboard,ipads,bilingual,inquiry}",,,
1686,2,,,,,
1093,13,,"{Library,Reading,Research,""technology  inquiry""}",,,
73,13,,,,,
659,13,,"{"" Google Apps for Education, CGI,  iPads""}",,,
1022,13,,"{""special ed"",""technology integration"",interdisciplinarity,interactive}",,,
722,13,,"{Primary Year Program,international,primary}",,,
713,13,,,,,
438,13,,,,,
853,13,,"{""special education"",experiential}",,,
785,13,,"{""instructional coach"",""information  communication technology"",Primary Year Program,ib,inquiry,""Tech coach,google add words}",,,
255,13,,"{K 4,technology,elementary,game,game education,photography,story,scratch,programming,engineering}",,,
1430,18,,,,,
1472,2,,"{""water systems"",energy,astronomy,weather,chemistry}",,,
1429,13,,{finances},,,
1240,5,,"{reading,""reading comprehension"",""technology integration"",""technology  inquiry""}",,,
983,13,,"{""primary years program"",elementary,primary,""elementary homeroom""}",,,
539,13,,"{Librarian,K 4}",,,
320,13,,"{math,physics,programming}",,,
273,18,,"{Algebra,Geometry,""special education""}",,,
676,13,,{"ICT STEM Primary education inquiry problem based"},,,
1083,13,,"{""Elementary education"",""inquiry approach"",english as second language,""english as second language"",""technology integration"",""teacher training"",kindergarten}",,,
994,13,,{"twenty first century learning design"},,,
1422,13,,{"Guided reading"},,,
249,13,,"{""computer, gaming, history, science, music percussion, audio visual movie production, green screen""}",,,
1428,6,,"{english as second language,""english language""}",,,
1578,13,,"{bio,kin,preschool,""pre primary"",mathematics,""science projects"",science,""science biology physics chemistry environmental science"",environment,""teacher training"",""team building"",""teaching for understanding""}",,,
1361,6,,,,,
865,1,,"{""middle school science"",""middle school math""}",,,
1448,15,,"{maps,relief,prehistory,""first civilization"",greeks,romans,""middle ages"",""modern age"",population,settlement,economy,globalization,development}",,,
1533,1,,"{algebra,""practical mathematics"",mathematics}",,,
1500,1,,,,,
537,13,,"{""5th grade"",ELA,math,science,""social studies""}",,,
1471,18,,"{""active methods"",""big data"",""computer architecture"",Composition Literature,communication,psychology,law,mathematics,history,""hospital administration"",tourism,""english literature""}",,,
1536,2,,,,,
1476,18,,"{""electronics engineering"",""remote labs""}",,,
540,18,,"{""educational technology"",innovation,""digital literacies""}",,,
1241,2,,"{international,""grade six"",""Core Classes"",math,science,""common core"",""next generation science"",programming,""design thinking"",""based assessment""}",,,
824,4,,,,,
764,6,,"{Portuguese,language}",,,
1238,6,,"{literature,spanish,""spanish conversation"",""speaking skills"",""online teaching"",""life long learning"",linguistics,""new technologies"",""english language"",""english as foreign language"",""educational technology"",""educational games"",elearning,""active learning"",Composition Literature,""innovative teaching"",polish,""personalized learning"",""reading comprehension"",vocational}",,,
202,13,,{"Engineering reading writing"},,,
1425,6,,"{literature,history,english as second language}",,,
1417,18,,"{P,dentistry}",,,
1468,15,,"{""elementary reading"",""elementary writing"",""elementary science"",""elementary subjects"",""professional education"",""project based learning"",""problem solving"",""collaborative learning"",""innovative teaching"",k 4,literature,literacy,reading,""teaching teachers""}",,,
123,2,,,,,
1449,13,,"{programming,""electrical engineering""}",,,
1065,17,,"{online learning,""distance education"",""online teaching"",""technology in education"",""teaching teachers"",technology,""technology integration"",communication}",,,
1568,13,,"{""library media"",""information literacy"",reading,resource,librarian,""media specialist"",""technology integration"",""inquiry in library"",research,""skill based learning""}",,,
1431,15,,,,,
34,13,,"{Elementary,math,literacy,""units inquiry""}",,,
1552,15,,"{literacy,phonics,garden,""science education"",sustainability,""individualized learning"",""low literacy"",""hs on"",""play based learning""}",,,
214,1,,,,,
1451,13,,,,,
1583,18,,"{elearning,""english  language"",""educational games"",""english language teaching"",assessment,""adult learning"",""blended mode"",""case studies"",""collaborative learning"",""creative teaching"",curriculum,creativity,""distance education"",feedback,""foreign language"",grammar,humanities,""higher education"",interactive,""innovative teaching"",learning,""life long learning"",""learning skills"",motivation,""new technologies"",""online teaching"",pedagogy,""professional education"",""positive psychology"",""personal growth"",""postgraduate students"",""project based learning"",reading,research,science,""self education"",""speaking skills"",""teacher training"",""technical education"",""teaching postgraduates"",""teaching with technology"",""english as second language"",teamwork,""teaching grammar"",""technology in education"",university,vocabulary,""virtual education"",writing,""web quest""}",,,
1477,6,,"{english as second language,""english language"",""food chain"",""drawing   painting"",shapes,surrealism,""play based learning"",song,kindergarten}",,,
77,1,,"{geometry,""liberal arts"",mathematics}",,,
423,2,,"{""inquiry based instruction"",""flipped classroom"",misconceptions,""teaching with technology"",""french teacher"",interactive,innovation}",,,
1369,18,,"{""google apps for school"",""web design"",""web strategy"",""online learning"",""online teaching"",""curriculum design"",""course design"",""google apps for work"",""google drive"",""google add words""}",,,
1450,15,,"{math,science,ict}",,,
259,13,,"{addition,fractions,diagrams,""geometry  for derivative  integrals"",trigonometry}",,,
1452,15,,,,,
1479,18,,,,,
1437,15,,"{""english language"",""social science"",science,mathematics,phonics}",,,
1455,2,,,,,
1433,13,,"{math,science}",,,
1551,6,,"{""teaching adults"",""teaching young adults"",""teaching grammar"",""teaching children""}",,,
1456,15,,{"evidence based medicine"},,,
1494,5,,"{""technology integration"",""inquiry based instruction"",""interesting presentation"",""inquiry approach"",""new technologies"",""new ways teaching science""}",,,
1263,6,80,"{""english for specific purposes"",""english language""}",,,
1510,18,,{"technology integration"},,,
799,15,56,,,,
632,6,,"{""primary math"",""english  language"",""primary science"",""foreign languages"",literacy,literature,environment}",,,
902,6,,"{""english as foreign language"",spanish,""english as second language"",""english as second language"",""teaching strategies"",languages,""english for specific purposes""}",,,
1396,6,80,"{""german as second language"",""english as foreign language"",bilingual,french,literature}",,,
828,2,,"{""honors biology"",""ap biology""}",,,
1475,6,,"{""critical  creative thinking"",""critical thinking"",""english language"",""english as foreign language""}",,,
